User,Handle,PostDate,TweetText,ReplyCount,RetweetCount,LikeCount,sentiment
Amy O'Shea,@amygoshea,2018-09-08T15:30:10.000Z,"Amy O'Shea
@amygoshea
·
Sep 8, 2018Look for new products from 
@FMCAgUS
 @FMCCorp
 for the 3RIVE 3D application system this spring!
FMC Ag US
@FMCAgUS
·
Sep 8, 2018
Already thinking ahead to #Plant19? The 3RIVE 3D® application system is simple to use, allowing your planting days to run smoother.
3
8",,3.0,8.0,neutral
The Casual Smart,@The_CasualSmart,2018-09-08T09:15:14.000Z,"The Casual Smart
@The_CasualSmart
·
Sep 8, 2018Cim Has Trimmed By $550,821 Its National Beverage $FIZZ Stake; Navellier & Associates Raised Fmc Corp. $FMC Position https://cardinalweekly.com/cim-has-trimmed-by-550821-its-national-beverage-fizz-stake-navellier-associates-raised-fmc-corp-fmc-position/…",,,,negative
The Lincolnian,@ThisLincolnian,2018-09-07T21:48:20.000Z,"The Lincolnian
@ThisLincolnian
·
Sep 7, 2018$1.01 Billion in Sales Expected for FMC Corp $FMC This Quarter http://thelincolnianonline.com/?p=2327296",,,,neutral
Enterprise Leader,@EnterpriseLeade,2018-09-07T21:32:53.000Z,"Enterprise Leader
@EnterpriseLeade
·
Sep 7, 2018Zacks: Analysts Expect FMC Corp $FMC Will Announce Earnings of $0.92 Per Share  http://theenterpriseleader.com/?p=1301741",,,,neutral
FMC Corporation,@FMCCorp,2018-09-07T20:00:02.000Z,"FMC Corporation
@FMCCorp
·
Sep 7, 2018FMC values farmers and their perspective. Get the inside scoop with Dr. Tim Durham, professor of Ag Sciences and farmer, on the ever-evolving industry of farming! #FarmLife
https://buff.ly/2yRCOPn
1
3",,1.0,3.0,neutral
IPO Sniffer,@IPOSniffer,2018-09-07T18:35:14.000Z,"IPO Sniffer
@IPOSniffer
·
Sep 7, 2018FMC Corp. (FMC) Gains as Albemarle (ALB) Eyes Lithium Operations http://dlvr.it/QjSsqc",,,,positive
IPO Sniffer,@IPOSniffer,2018-09-07T18:29:23.000Z,"IPO Sniffer
@IPOSniffer
·
Sep 7, 2018FMC Corp. (FMC) Gains as Albemarle (ALB) Eyes Lithium Operations https://ipo.news/fmc-corp-fmc-gains-as-albemarle-alb-eyes-lithium-operations/…",,,,neutral
Enterprise Leader,@EnterpriseLeade,2018-09-07T17:57:30.000Z,"Enterprise Leader
@EnterpriseLeade
·
Sep 7, 2018Brokerages Set FMC Corp $FMC Target Price at $101.46  http://theenterpriseleader.com/?p=1300920",,,,neutral
FMC Corporation,@FMCCorp,2018-09-07T16:00:46.000Z,"FMC Corporation
@FMCCorp
·
Sep 7, 2018Want to work for FMC? We're looking for a Maintenance Mechanic at Bessemer City, NC #Job #Career
social.icims.com
in",,,,neutral
Raju Kapoor,@rajukap,2018-09-07T09:07:43.000Z,"Raju Kapoor
@rajukap
·
Sep 7, 2018#Judicious use of safer #Pesticides is essential for #SustainableAgriculture.Spoke on #Role of #agrochemicals for #sustainable #agriculture at #IndianChemicalCouncil seminar.  
@Ajayvirjakhar
 @CropLifeIntl
 @CropLifeIndia
 @FMCCorp
1
10",,1.0,10.0,neutral
FMC Corporation,@FMCCorp,2018-09-06T21:00:26.000Z,"FMC Corporation
@FMCCorp
·
Sep 6, 2018We all know the value of weed control, but new data reveals the potential economic losses incurred from lack of control.  Find out what would happen to North America’s economy of we failed to control weeds: https://buff.ly/2oolnh7
#CropProtection
3
5",,3.0,5.0,negative
Alonso Barros,@alonsobarros,2018-09-06T11:10:39.000Z,"Alonso Barros
@alonsobarros
·
Sep 6, 2018Exclusive - Lithium producer 
@AlbemarleCorp
 eyes buying rival 
@FMCCorp
 if IPO stumbles: source
https://www-yahoo-com.cdn.ampproject.org/c/s/www.yahoo.com/amphtml/finance/news/exclusive-lithium-producer-albemarle-eyes-102249435.html…",,,,neutral
Brian Wigginton,@BrianWiggintonT,2018-09-05T15:16:06.000Z,"Brian Wigginton
@BrianWiggintonT
·
Sep 5, 2018Albemarle Corp, the world's largest lithium producer, could buy FMC Corp's lithium division if the smaller rival's initial public offering stumbles this fall, a senior executive told investors at an event in June, according to a source who attende...",,,,negative
Anja Young Lee,@AnjaYoungLee,2018-09-05T15:12:25.000Z,"Anja Young Lee
@AnjaYoungLee
·
Sep 5, 2018Albemarle Corp, the world's largest lithium producer, could buy FMC Corp's lithium division if the smaller rival's initial public offering stumbles this fall, a senior executive told investors at an event in June, according to a source who attende...",,,,negative
ResearchPool,@ResearchPool,2018-09-05T14:55:32.000Z,"ResearchPool
@ResearchPool
·
Sep 5, 2018$FMC #FMC Corp. Morningstar | FMC Shares Rally Amid Albemarle Acquisition Speculation; No Changes to Our FVEs: On Sept. 5, Reuters reported that Albemarle management is interested in purchasing FMC's lithium business, which will be named Livent… http://dlvr.it/QjCNYJ",,,,neutral
ResearchPool,@ResearchPool,2018-09-05T14:39:15.000Z,"ResearchPool
@ResearchPool
·
Sep 5, 2018$FMC #FMC Corp. FMC Shares Rally Amid Albemarle Acquisition Speculation; No Changes to Our FVEs: On Sept. 5, Reuters reported that Albemarle management is interested in purchasing FMC's lithium business, which will be named Livent Corporation. FMC plans… http://dlvr.it/QjCHtp",,,,neutral
Smile Foundation,@smilefoundation,2018-09-05T12:40:18.000Z,"Smile Foundation
@smilefoundation
·
Sep 5, 2018Reaching out with Relief Material to the tribal community in Wayanad district of Kerala, supported by 
@FMCCorp
.
#KeralaFloodRelief #JoyofGiving
2
6",,2.0,6.0,positive
Open Outcrier,@OpenOutcrier,2018-09-05T12:30:54.000Z,"Open Outcrier
@OpenOutcrier
·
Sep 5, 2018$FMC (+1.7% pre) Lithium producer Albemarle $ALB eyes buying FMC Corp's lithium division if its IPO stumbles

http://ooc.bz/l/27252
2
1",,2.0,1.0,negative
"Peter Epstein, MBA",@peterepstein2,2018-09-05T12:27:53.000Z,"Peter Epstein, MBA
@peterepstein2
·
Sep 5, 2018Reuters article says that $ALB Albemarle Corp. is looking into acquiring $FMC FMC Corp. #lithium division (if the $FMC spinout of its #lithium segment does not go well later this year).
finance.yahoo.com
Exclusive - Lithium producer Albemarle eyes buying rival if IPO stumbles: source
The comments, which have not previously been publicly reported, come at a time of rapid growth and cutthroat competition across the lithium sector as Albemarle seeks to tap into surging demand for...
1
4
5",1.0,4.0,5.0,neutral
FDR Investment Group,@FDRInvestments,2018-09-05T11:34:19.000Z,"FDR Investment Group
@FDRInvestments
·
Sep 5, 2018FMC Corp. $FMC Gains as Albemarle  $ALB Eyes Lithium Operations
streetinsider.com
FMC Corp. (FMC) Gains as Albemarle (ALB) Eyes Lithium Operations
FMC Corp. (NYSE: FMC) gains 2.6% in pre-open trade following reports from Reuters that Albemarle (NYSE: ALB) could buy the company's Lithium...",,,,positive
Streetinsider.com,@Street_Insider,2018-09-05T11:30:51.000Z,"Streetinsider.com
@Street_Insider
·
Sep 5, 2018FMC Corp. $FMC Gains as Albemarle  $ALB Eyes Lithium Operations
streetinsider.com
FMC Corp. (FMC) Gains as Albemarle (ALB) Eyes Lithium Operations
FMC Corp. (NYSE: FMC) gains 2.6% in pre-open trade following reports from Reuters that Albemarle (NYSE: ALB) could buy the company's Lithium...
2",,2.0,,positive
Reuters Business,@ReutersBiz,2018-09-05T11:21:48.000Z,"Reuters Business
@ReutersBiz
·
Sep 5, 2018JUST IN: FMC Corp shares up about 3 percent premarket after 
@Reuters
 reports that Albemarle eyes buying FMC's lithium operations if its IPO stumbles https://reut.rs/2wEvD8w
1
1
2",1.0,1.0,2.0,positive
SPI News,@NewsFromSPI,2018-09-04T14:30:25.000Z,"SPI News
@NewsFromSPI
·
Sep 4, 2018Global Natural Food Colorants Market (2018-2023) featuring ADM, BASF, Chr Hansen, Fiorio Colori, FMC Corp, Kalsec, Kerry Group, and more - http://ResearchAndMarkets.com http://ow.ly/IxUF101eRi4",,,,neutral
FMC Corporation,@FMCCorp,2018-09-04T11:33:02.000Z,"FMC Corporation
@FMCCorp
·
Sep 4, 2018#DYK that between 21% to 33% of agricultural water use is accounted for by food waste?  If you want to make a difference to stop waste, check out https://buff.ly/2N3sjyi  
#NoTasteforWaste
2
3",,2.0,3.0,neutral
Enterprise Leader,@EnterpriseLeade,2018-09-04T10:18:12.000Z,"Enterprise Leader
@EnterpriseLeade
·
Sep 4, 2018Analysts Anticipate FMC Corp $FMC Will Post Quarterly Sales of $1.01 Billion  http://theenterpriseleader.com/?p=1279881",,,,neutral
Community Financial,@CFinancialNews,2018-09-04T07:49:58.000Z,"Community Financial
@CFinancialNews
·
Sep 4, 2018Analysts Anticipate FMC Corp $FMC Will Post Quarterly Sales of $1.01 Billion http://americanbankingnews.com/?p=7894956 #markets",,,,neutral
US Banking News,@AmericanBanking,2018-09-04T07:49:57.000Z,"US Banking News
@AmericanBanking
·
Sep 4, 2018Analysts Anticipate FMC Corp $FMC Will Post Quarterly Sales of $1.01 Billion http://americanbankingnews.com/?p=7894956 #stocks",,,,neutral
FMC Corporation,@FMCCorp,2018-09-03T12:00:24.000Z,"FMC Corporation
@FMCCorp
·
Sep 3, 2018We wish all of our employees in the United States and Canada a happy Labor Day Weekend #LDW
3
10",,3.0,10.0,neutral
Enterprise Leader,@EnterpriseLeade,2018-09-03T07:47:38.000Z,"Enterprise Leader
@EnterpriseLeade
·
Sep 3, 2018$0.97 Earnings Per Share Expected for FMC Corp $FMC This Quarter  http://theenterpriseleader.com/?p=1181363",,,,neutral
Transcript Daily,@TranscriptDaily,2018-09-02T22:38:51.000Z,"Transcript Daily
@TranscriptDaily
·
Sep 3, 2018FMC Corp $FMC Receives Average Rating of “Buy” from Analysts http://zpr.io/6KbCQ",,,,positive
Community Financial,@CFinancialNews,2018-09-02T22:37:54.000Z,"Community Financial
@CFinancialNews
·
Sep 3, 2018FMC Corp $FMC Receives Consensus Recommendation of “Buy” from Analysts http://americanbankingnews.com/?p=7881586 #markets",,,,neutral
US Banking News,@AmericanBanking,2018-09-02T22:37:53.000Z,"US Banking News
@AmericanBanking
·
Sep 3, 2018FMC Corp $FMC Receives Consensus Recommendation of “Buy” from Analysts http://americanbankingnews.com/?p=7881586 #stocks",,,,neutral
Storm Investor,@storminvestor,2018-09-02T22:35:50.000Z,"Storm Investor
@storminvestor
·
Sep 3, 2018FMC Corp $FMC Receives Consensus Recommendation of “Buy” from Analysts  http://thestockobserver.com/?p=1552158 #markets",,,,neutral
FMC Corporation,@FMCCorp,2018-09-02T15:25:04.000Z,"FMC Corporation
@FMCCorp
·
Sep 2, 2018Looking to improve soil to increase potential yield?  Here are some sustainable suggestions: https://buff.ly/2mlmWLJ
2
6",,2.0,6.0,neutral
The Markets Daily,@TheMarketsDaily,2018-09-02T14:22:34.000Z,"The Markets Daily
@TheMarketsDaily
·
Sep 2, 2018Insider Buying: FMC Corp $FMC Director Acquires $101,018.76 in Stock http://zpr.io/6KKNt",,,,neutral
Storm Investor,@storminvestor,2018-09-02T14:22:20.000Z,"Storm Investor
@storminvestor
·
Sep 2, 2018Insider Buying: FMC Corp $FMC Director Acquires 1,173 Shares of Stock  http://thestockobserver.com/?p=1551504 #markets",,,,neutral
Community Financial,@CFinancialNews,2018-09-02T14:05:24.000Z,"Community Financial
@CFinancialNews
·
Sep 2, 2018$0.92 EPS Expected for FMC Corp $FMC This Quarter http://americanbankingnews.com/?p=7877754 #markets",,,,neutral
US Banking News,@AmericanBanking,2018-09-02T14:05:22.000Z,"US Banking News
@AmericanBanking
·
Sep 2, 2018$0.92 EPS Expected for FMC Corp $FMC This Quarter http://americanbankingnews.com/?p=7877754 #stocks",,,,neutral
FMC Corporation,@FMCCorp,2018-09-01T16:23:03.000Z,"FMC Corporation
@FMCCorp
·
Sep 1, 2018Learn how pests and diseases affect the world’s food supply and the role of #CropProtection: https://buff.ly/2LYFcco.
1
1",,1.0,1.0,neutral
MarketBeat,@MarketBeatCom,2018-09-01T13:00:00.000Z,"MarketBeat
@MarketBeatCom
·
Sep 1, 2018Dirk A. Kempthorne Purchases 1,173 Shares of FMC Corp $FMC Stock http://zpr.io/6KxYS",,,,neutral
Mining Analysts,@MiningAnalysts,2018-09-01T06:00:16.000Z,"Mining Analysts
@MiningAnalysts
·
Sep 1, 2018FMC Corp said its #lithium business Livent aims to be a dominant supplier to next generation electric cars, as it gears up for a $100m IPO on the NYSE
ft.com
Livent IPO to test faith in electric car revolution
FMC aims to raise $100m for group that supplies lithium for battery-powered vehicles
2
3",,2.0,3.0,positive
Enterprise Leader,@EnterpriseLeade,2018-09-01T02:10:34.000Z,"Enterprise Leader
@EnterpriseLeade
·
Sep 1, 2018Dupont Capital Management Corp Sells 1,873 Shares of FMC Corp $FMC  http://theenterpriseleader.com/?p=1110322",,,,neutral
Enterprise Leader,@EnterpriseLeade,2018-08-31T23:09:10.000Z,"Enterprise Leader
@EnterpriseLeade
·
Sep 1, 2018Q3 2018 EPS Estimates for FMC Corp Reduced by Analyst $FMC  http://theenterpriseleader.com/?p=1108617",,,,negative
FMC Corporation,@FMCCorp,2018-08-31T16:00:42.000Z,"FMC Corporation
@FMCCorp
·
Aug 31, 2018Want to work for FMC? We're looking for a Senior Accountant - External Reporting and Consolidations at ...
social.icims.com
in
2",,,2.0,neutral
USA News Group,@USANewsGroup,2018-08-31T14:28:38.000Z,"USA News Group
@USANewsGroup
·
Aug 31, 2018First Analysis Comments on FMC Corp’s Q3 2018 Earnings (FMC) https://goo.gl/FT7tkP",,,,neutral
FMC Corporation,@FMCCorp,2018-08-31T11:30:28.000Z,"FMC Corporation
@FMCCorp
·
Aug 31, 2018#Biotechnology is helping reduce the environmental impact of agriculture? Here is how FMC is helping https://buff.ly/2PjtQxr.
1
3",,1.0,3.0,neutral
The Casual Smart,@The_CasualSmart,2018-08-31T10:18:43.000Z,"The Casual Smart
@The_CasualSmart
·
Aug 31, 2018First National Bank Of Mount Dora Trust Investment Services Lowered By $1.57 Million Its Capital One Finl $COF Stake; Navellier & Associates Has Increased Fmc Corp. $FMC Holding By $2.32 Million https://cardinalweekly.com/first-national-bank-of-mount-dora-trust-investment-services-lowered-by-1-57-million-its-capital-one-finl-cof-stake-navellier-associates-has-increased-fmc-corp-fmc-holding-by-2-32-million/…",,,,negative
Enterprise Leader,@EnterpriseLeade,2018-08-31T03:21:02.000Z,"Enterprise Leader
@EnterpriseLeade
·
Aug 31, 2018FMC Corp $FMC Stake Lifted by Barings LLC  http://theenterpriseleader.com/?p=1102135",,,,neutral
Power Metals Net,@MetalsNet,2018-08-30T16:25:05.000Z,"Power Metals Net
@MetalsNet
·
Aug 30, 2018Chemical giant FMC Corp (NYSE: $FMC) #lithium unit Livent filed for $100 million IPO on Monday, amid growing demand for the battery metal.  FMC to maintain 81% control of LTHM, which is profitable and the only producer of high purity lithium in the West.
https://buff.ly/2wnlWMw",,,,positive
FMC Corporation,@FMCCorp,2018-08-30T15:14:10.000Z,"FMC Corporation
@FMCCorp
·
Aug 30, 2018Such a great energy from Cristo Rey students! We had a wonderful time at the 
@CRPHS
 Signing Day event and can't wait to welcome our new cohort of 16 new interns.
3",,,3.0,positive
Community Financial,@CFinancialNews,2018-08-30T14:21:04.000Z,"Community Financial
@CFinancialNews
·
Aug 30, 2018Insider Buying: FMC Corp $FMC Director Acquires 1,173 Shares of Stock http://americanbankingnews.com/?p=7845154 #markets",,,,neutral
MidEast Times,@midetimes,2018-08-30T14:17:44.000Z,"MidEast Times
@midetimes
·
Aug 30, 2018Insider Buying: FMC Corp $FMC Director Acquires 1,173 Shares of Stock http://dailypolitical.com/?p=2327252 #stocks",,,,neutral
Daily Political,@dailypoliticaln,2018-08-30T14:17:42.000Z,"Daily Political
@dailypoliticaln
·
Aug 30, 2018Insider Buying: FMC Corp $FMC Director Acquires 1,173 Shares of Stock http://dailypolitical.com/?p=2327252",,,,neutral
Bethwyn Todd,@BethwynTodd,2018-08-29T17:04:28.000Z,"Bethwyn Todd
@BethwynTodd
·
Aug 29, 2018Did we miss the memo about the green dress code?  Great time talking 
@FMCCorp
 , product stewardship and sustainability with the farmers of Can Tho, Vietnam
Saurin
3
17",,3.0,17.0,neutral
AGDAILY,@AGDAILYMedia,2018-08-29T15:55:06.000Z,"AGDAILY
@AGDAILYMedia
·
Aug 29, 2018“As we think about corn rootworm and we think about some of the issues we run into, the main thing is we need to learn from our past mistakes"" 
@FMCCorp
 #corn #farming #agchat http://ow.ly/NbEf30lBij4",,,,neutral
FMC Corporation,@FMCCorp,2018-08-29T12:15:14.000Z,"FMC Corporation
@FMCCorp
·
Aug 29, 2018With soybean harvest season in sight for parts of the world, remember to look out for different signs of diseases. #SaveOurCrops
https://buff.ly/2Bj4ldG
1
3",,1.0,3.0,neutral
Food Anaimal Feed Industry Trends,@GlobFoodTrends,2018-08-29T11:13:52.000Z,"Food Anaimal Feed Industry Trends
@GlobFoodTrends
·
Aug 29, 2018Top Players - 
FMC Corporation : 
@FMCCorp
BASF: 
@BASF
DSM Company: 
@DSM",,,,neutral
Gagan Jhajj,@GaganJhajj1,2018-08-29T10:02:37.000Z,"Gagan Jhajj
@GaganJhajj1
·
Aug 29, 2018The upcoming New York listing of 
@FMCCorp
’s #lithium business Livent is poised to test investor appetite for the metal. The company aims to raise $100m to help it become a dominant supplier for #ElectricVehicles https://buff.ly/2MD5Kkj
1",,1.0,,positive
Enterprise Leader,@EnterpriseLeade,2018-08-29T05:54:14.000Z,"Enterprise Leader
@EnterpriseLeade
·
Aug 29, 2018Insider Selling: FMC Corp $FMC Insider Sells 375 Shares of Stock  http://theenterpriseleader.com/?p=1143100",,,,neutral
Raju Kapoor,@rajukap,2018-08-29T02:23:30.000Z,"Raju Kapoor
@rajukap
·
Aug 29, 2018Finally select #insecticides approved by #MoA, #GovtofIndia,  for managing #FallArmyWorm on #maize #crop in #India. Welcome the proactive approach. Will help #farmers immensely 
@icarindia
 @RadhamohanBJP
 @RajivKumar1
 @FMCCorp
 @CMofKarnataka
2
3",,2.0,3.0,neutral
Mining Analysts,@MiningAnalysts,2018-08-28T23:08:19.000Z,"Mining Analysts
@MiningAnalysts
·
Aug 29, 2018FMC Corp said its #lithium business Livent aims to be a dominant supplier to next generation electric cars, as it gears up for a $100m IPO on the NYSE
ft.com
Livent IPO to test faith in electric car revolution
FMC aims to raise $100m for group that supplies lithium for battery-powered vehicles
1
3
6",1.0,3.0,6.0,positive
Indiana Soy Farmers,@Indiana_Soy,2018-08-28T18:14:28.000Z,"Indiana Soy Farmers
@Indiana_Soy
·
Aug 28, 2018Thank you 
@RepWalorski
 for attending yesterday’s Shop Talk in Macy, IN. We greatly appreciate your support. Thank you 
@FMCCorp
 for being a sponsor of the event. #INShopTalk18
1
1",,1.0,1.0,neutral
John Touey,@JohnTouey,2018-08-28T15:57:04.000Z,"John Touey
@JohnTouey
·
Aug 28, 2018#Philly-based 
@FMCCorp
 files split plan; new #Livent #lithium firm plans #IPO http://www2.philly.com/philly/blogs/inq-phillydeals/philly-based-fmc-files-plan-to-break-in-2-livent-lithium-plans-fall-ipo-20180827.html?__vfz=medium%3Dsharebar… via 
@phillydotcom
 #Philadelphia #chemicals
inquirer.com
Philly-based FMC files split plan; new Livent lithium firm readies IPO
Pierre Brondeau ""says I was lucky, I say I was smart,"" said the head of FMCs lithium business, soon to be a public company
1",,1.0,,neutral
LivioFilice,@LivioFilice,2018-08-28T15:25:05.000Z,"LivioFilice
@LivioFilice
·
Aug 28, 2018@FMCCorp
 moves towards spinning off #Lithium chemicals business. 
An IPO at the bottom of an industry cycle is poorly timed but might present investors with an #opportunity. 

#IPO #EnergyMetals #Argentina
1
3",,1.0,3.0,neutral
FMC Corporation,@FMCCorp,2018-08-27T13:00:24.000Z,"FMC Corporation
@FMCCorp
·
Aug 27, 2018Have you seen our sustainability report video yet? Check it out now to learn how we are #PoweringProgress and #GrowingResults.
https://buff.ly/2JMMrio
3",,,3.0,neutral
